Department,SaleDate,Amount,Quantity,ItemCode,ItemDescription,Salesperson
Home Appliances,2022-06-06,587.05,6,L012,Dress,Andrew
Clothing,2021-07-09,278.95,5,C003,Refrigerator,Emily
Electronics,2023-01-26,992.92,6,B002,T-shirt,Andrew
Electronics,2021-10-14,919.02,7,E005,Action Figure,David
Toys,2021-12-20,213.18,8,B002,T-shirt,Alex
Home Appliances,2022-12-14,139.32,8,A001,Smartphone,Olivia
Toys,2022-08-17,287.61,1,K011,Headphones,Andrew
Books,2020-06-08,131.4,5,N014,Art Book,Jane
Clothing,2022-10-14,988.01,8,G007,Jeans,John
Clothing,2022-04-04,232.04,1,D004,Novel,Sarah
Clothing,2021-05-05,749.47,1,O015,Puzzle,Sarah
Toys,2023-02-08,226.63,4,O015,Puzzle,Olivia
Clothing,2022-09-15,479.08,10,E005,Action Figure,Michael
Books,2020-07-23,440.8,3,E005,Action Figure,Sarah
Electronics,2022-03-18,951.63,9,J010,Board Game,Olivia
Home Appliances,2021-04-11,713.77,6,A001,Smartphone,Emily
Toys,2020-06-13,677.02,4,I009,Cookbook,John
Books,2021-04-22,948.85,2,F006,Laptop,David
Home Appliances,2020-11-16,458.34,9,O015,Puzzle,Olivia
Toys,2023-02-07,907.64,2,O015,Puzzle,Alex
Toys,2020-08-15,793.89,3,B002,T-shirt,Olivia
Clothing,2021-10-26,459.28,4,O015,Puzzle,Emily
Home Appliances,2022-07-20,763.96,4,J010,Board Game,John
Toys,2023-02-08,783.12,5,J010,Board Game,Emily
Books,2020-06-05,525.19,6,F006,Laptop,Michael
Home Appliances,2021-08-02,646.62,3,L012,Dress,Sarah
Books,2022-04-30,957.95,7,H008,Microwave,Andrew
Toys,2021-10-23,703.27,10,A001,Smartphone,Jane
Home Appliances,2023-05-17,149.73,5,N014,Art Book,Emily
Electronics,2021-07-20,417.85,8,G007,Jeans,Sarah
Clothing,2020-06-19,706.59,7,I009,Cookbook,Alex
Clothing,2020-07-27,374.48,3,B002,T-shirt,Daniel
Clothing,2022-01-13,472.56,3,D004,Novel,Jane
Clothing,2022-12-14,304.47,10,I009,Cookbook,Jane
Books,2020-07-17,551.08,2,C003,Refrigerator,Daniel
Books,2021-07-18,778.33,4,O015,Puzzle,Michael
Electronics,2022-03-16,258.86,3,I009,Cookbook,John
Home Appliances,2021-03-24,538.51,3,G007,Jeans,Daniel
Books,2020-10-02,565.23,6,M013,Vacuum Cleaner,Olivia
Electronics,2023-02-04,689.5,3,N014,Art Book,Alex
Toys,2020-12-31,808.41,6,D004,Novel,Daniel
Toys,2022-11-14,797.04,10,H008,Microwave,Daniel
Toys,2021-04-12,677.5,3,O015,Puzzle,David
Books,2022-08-09,952.86,5,N014,Art Book,Daniel
Electronics,2022-06-15,474.47,1,B002,T-shirt,Emily
Home Appliances,2020-06-24,700.68,7,H008,Microwave,Emily
Toys,2022-09-08,279.53,1,D004,Novel,Michael
Electronics,2022-07-26,389.35,3,C003,Refrigerator,Michael
Toys,2020-11-07,376.86,1,B002,T-shirt,Andrew
Books,2020-06-11,294.55,3,N014,Art Book,Jane
Electronics,2023-01-31,912.27,3,C003,Refrigerator,John
Toys,2020-06-04,889.07,1,H008,Microwave,Daniel
Home Appliances,2022-11-19,468.81,2,F006,Laptop,Sarah
Home Appliances,2022-01-17,496.25,4,K011,Headphones,Michael
Electronics,2022-03-22,786.52,8,F006,Laptop,Daniel
Books,2023-02-25,859.27,6,J010,Board Game,Alex
Home Appliances,2020-11-30,124.59,3,J010,Board Game,Olivia
Electronics,2021-06-03,834.27,4,F006,Laptop,Olivia
Toys,2021-06-18,650.03,1,G007,Jeans,Alex
Books,2022-11-07,173.99,2,M013,Vacuum Cleaner,Emily
Electronics,2021-03-05,407.63,8,C003,Refrigerator,David
Electronics,2021-05-20,274.82,10,H008,Microwave,Andrew
Books,2023-01-14,483.34,8,A001,Smartphone,Daniel
Toys,2022-03-08,680.12,6,I009,Cookbook,Andrew
Clothing,2021-05-20,819.93,6,D004,Novel,Daniel
Clothing,2021-04-28,326.44,1,G007,Jeans,David
Clothing,2023-01-01,945.76,5,E005,Action Figure,Andrew
Clothing,2020-09-03,258.29,6,N014,Art Book,Emily
Clothing,2021-09-05,752.79,9,J010,Board Game,Andrew
Toys,2022-10-18,827.03,6,C003,Refrigerator,Michael
Books,2021-12-07,759.4,3,I009,Cookbook,Daniel
Toys,2022-08-28,900.78,5,F006,Laptop,Emily
Home Appliances,2022-01-23,590.38,2,L012,Dress,John
Clothing,2023-03-17,228.54,10,E005,Action Figure,David
Books,2023-01-25,584.41,2,C003,Refrigerator,Andrew
Clothing,2020-06-11,990.97,4,D004,Novel,Olivia
Clothing,2021-03-03,978.09,4,C003,Refrigerator,Daniel
Home Appliances,2022-06-10,555.44,6,L012,Dress,Olivia
Electronics,2022-07-23,201.37,10,H008,Microwave,Alex
Books,2021-02-03,354.87,9,I009,Cookbook,Daniel
Books,2023-03-28,358.31,2,C003,Refrigerator,Michael
Electronics,2022-09-27,179.24,2,E005,Action Figure,Sarah
Books,2023-01-31,937.79,7,E005,Action Figure,John
Home Appliances,2020-10-09,170.26,8,E005,Action Figure,Jane
Home Appliances,2020-08-07,601.49,3,K011,Headphones,Alex
Home Appliances,2021-12-02,506.32,4,F006,Laptop,John
Toys,2022-01-24,214.78,9,B002,T-shirt,Sarah
Toys,2022-11-20,265.49,4,A001,Smartphone,John
Electronics,2021-06-16,608.01,4,D004,Novel,David
Home Appliances,2022-07-05,108.61,3,N014,Art Book,Olivia
Clothing,2020-08-07,926.96,9,A001,Smartphone,John
Home Appliances,2022-10-23,314.24,3,J010,Board Game,Andrew
Clothing,2023-05-04,464.02,4,I009,Cookbook,Michael
Books,2022-12-14,113.07,8,N014,Art Book,Michael
Electronics,2022-04-11,494.2,4,G007,Jeans,Alex
Home Appliances,2021-07-27,544.74,8,E005,Action Figure,Alex
Toys,2023-03-12,619.39,6,D004,Novel,Alex
Clothing,2021-12-23,407.22,6,I009,Cookbook,Emily
Toys,2020-09-05,473.93,1,I009,Cookbook,Jane
Toys,2022-05-11,822.21,8,A001,Smartphone,Sarah
Electronics,2020-10-23,155.65,9,H008,Microwave,Olivia
Electronics,2023-03-08,280.5,2,F006,Laptop,Emily
Electronics,2021-12-06,956.29,10,K011,Headphones,Emily
Electronics,2020-09-29,573.37,10,B002,T-shirt,Alex
Home Appliances,2022-03-25,704.03,3,F006,Laptop,David
Toys,2021-07-20,588.2,3,G007,Jeans,Michael
Home Appliances,2023-02-11,298.29,5,D004,Novel,Andrew
Clothing,2022-06-16,240.95,8,O015,Puzzle,Emily
Home Appliances,2020-11-26,378.67,3,F006,Laptop,David
Clothing,2020-06-08,640.84,2,E005,Action Figure,Alex
Electronics,2022-10-07,191.71,7,J010,Board Game,Jane
Home Appliances,2020-12-17,230.82,8,B002,T-shirt,Olivia
Clothing,2021-10-28,810.95,10,D004,Novel,Andrew
Books,2022-03-16,620.98,6,E005,Action Figure,Daniel
Electronics,2021-10-11,722.63,10,G007,Jeans,Jane
Toys,2021-01-05,447.37,6,I009,Cookbook,Alex
Electronics,2021-05-10,171.52,4,I009,Cookbook,Jane
Books,2021-07-07,996.42,5,D004,Novel,Sarah
Toys,2020-06-29,159.27,7,K011,Headphones,John
Toys,2022-11-03,201.9,1,N014,Art Book,Olivia
Electronics,2021-11-30,576.44,9,L012,Dress,David
Electronics,2022-08-30,898.77,2,C003,Refrigerator,Michael
Books,2022-10-01,939.72,9,A001,Smartphone,Jane
Toys,2021-12-04,663.55,10,L012,Dress,David
Books,2021-04-05,672.44,3,K011,Headphones,Michael
Books,2023-01-16,458.15,2,O015,Puzzle,Sarah
Toys,2021-11-06,176.17,2,H008,Microwave,Emily
Clothing,2022-03-27,454.33,1,J010,Board Game,Jane
Home Appliances,2023-02-06,713.1,6,C003,Refrigerator,Jane
Clothing,2020-06-30,873.21,6,K011,Headphones,Michael
Toys,2022-02-02,173.61,6,C003,Refrigerator,Andrew
Toys,2020-12-01,526.04,6,K011,Headphones,Olivia
Home Appliances,2020-06-30,466.78,8,M013,Vacuum Cleaner,Daniel
Electronics,2022-03-02,146.03,2,F006,Laptop,Emily
Books,2022-05-06,590.87,4,C003,Refrigerator,Andrew
Books,2021-04-13,808.99,2,J010,Board Game,David
Toys,2022-05-11,434.65,2,I009,Cookbook,David
Electronics,2023-02-05,572.46,2,D004,Novel,Andrew
Toys,2021-09-26,337.23,1,H008,Microwave,David
Electronics,2022-07-13,371.01,8,I009,Cookbook,Andrew
Electronics,2020-10-18,513.22,10,G007,Jeans,Andrew
Electronics,2021-01-03,930.68,2,B002,T-shirt,Olivia
Home Appliances,2021-10-26,535.6,1,J010,Board Game,Jane
Electronics,2022-08-07,781.37,10,J010,Board Game,Alex
Home Appliances,2023-04-01,124.3,1,G007,Jeans,Jane
Electronics,2021-03-13,704.42,5,A001,Smartphone,David
Books,2021-06-27,626.66,8,K011,Headphones,Daniel
Home Appliances,2022-03-05,686.34,5,D004,Novel,John
Toys,2022-12-25,890.61,2,F006,Laptop,Sarah
Clothing,2022-08-04,419.18,1,H008,Microwave,Daniel
Books,2021-03-16,215.17,4,M013,Vacuum Cleaner,Olivia
Toys,2020-08-28,298.63,5,F006,Laptop,David
Home Appliances,2023-01-21,583.09,3,H008,Microwave,Andrew
Toys,2022-01-03,950.87,6,J010,Board Game,Sarah
Toys,2020-07-10,337.95,1,N014,Art Book,Emily
Books,2021-11-10,991.29,1,O015,Puzzle,Olivia
Toys,2021-05-27,690.95,4,F006,Laptop,Andrew
Electronics,2023-01-06,811.66,5,D004,Novel,David
Electronics,2022-12-28,865.6,4,C003,Refrigerator,Michael
Books,2020-06-16,686.7,1,L012,Dress,John
Electronics,2021-07-26,366.75,7,C003,Refrigerator,Michael
Electronics,2022-05-06,153.58,9,B002,T-shirt,Olivia
Clothing,2022-07-31,130.94,9,N014,Art Book,Alex
Electronics,2021-09-06,576.08,2,H008,Microwave,Emily
Electronics,2022-03-25,275.3,4,F006,Laptop,Sarah
Books,2020-10-06,674.56,4,N014,Art Book,John
Toys,2020-08-22,337.08,5,J010,Board Game,Michael
Books,2022-02-28,263.15,8,F006,Laptop,Emily
Clothing,2020-09-07,428.37,7,E005,Action Figure,Michael
Clothing,2021-06-10,790.8,5,E005,Action Figure,Andrew
Books,2022-04-22,939.27,9,B002,T-shirt,Sarah
Electronics,2022-03-19,768.11,10,D004,Novel,Alex
Home Appliances,2022-01-10,453.73,10,L012,Dress,Jane
Clothing,2021-04-06,838.12,2,L012,Dress,Daniel
Toys,2022-05-29,162.2,2,A001,Smartphone,Olivia
Toys,2021-03-28,835.23,3,H008,Microwave,David
Books,2021-01-22,421.96,9,L012,Dress,Michael
Clothing,2021-03-15,731.85,7,F006,Laptop,John
Clothing,2020-12-15,338.89,7,E005,Action Figure,Andrew
Clothing,2020-09-20,311.24,6,I009,Cookbook,David
Clothing,2022-08-27,614.85,1,N014,Art Book,Daniel
Home Appliances,2022-10-06,757.65,7,I009,Cookbook,Daniel
Home Appliances,2020-08-14,429.06,1,H008,Microwave,Emily
Clothing,2022-07-16,730.87,7,O015,Puzzle,Michael
Electronics,2020-08-22,392.13,5,G007,Jeans,Michael
Home Appliances,2022-09-24,375.22,2,C003,Refrigerator,Andrew
Toys,2022-09-05,558.61,6,M013,Vacuum Cleaner,Daniel
Electronics,2021-09-17,488.87,2,I009,Cookbook,Emily
Electronics,2022-01-03,892.71,1,F006,Laptop,David
Books,2023-04-14,853.19,9,B002,T-shirt,Daniel
Clothing,2021-03-01,493.41,7,B002,T-shirt,John
Books,2022-02-15,447.44,2,B002,T-shirt,John
Electronics,2021-08-23,953.25,2,H008,Microwave,Olivia
Books,2023-04-21,707.77,8,M013,Vacuum Cleaner,Sarah
Home Appliances,2021-12-19,690.8,10,C003,Refrigerator,David
Clothing,2021-08-13,282.78,4,J010,Board Game,Sarah
Books,2021-07-09,476.26,10,C003,Refrigerator,Olivia
Books,2022-02-05,834.51,3,J010,Board Game,Emily
Electronics,2022-11-14,499.44,4,K011,Headphones,Andrew
Toys,2020-06-17,483.9,6,B002,T-shirt,Jane
Electronics,2021-03-29,604.53,7,D004,Novel,Michael
Home Appliances,2022-08-17,540.07,8,O015,Puzzle,Emily
Books,2020-09-07,681.15,1,M013,Vacuum Cleaner,John
Books,2022-05-21,348.22,5,J010,Board Game,Sarah
Clothing,2022-12-11,694.24,10,G007,Jeans,Jane
Clothing,2021-03-05,794.22,1,F006,Laptop,Andrew
Clothing,2021-02-22,491.39,1,O015,Puzzle,Olivia
Toys,2021-06-27,506.18,7,E005,Action Figure,Sarah
Electronics,2022-08-08,660.18,7,A001,Smartphone,Andrew
Toys,2021-01-13,463.28,3,N014,Art Book,Michael
Electronics,2021-04-19,336.54,7,B002,T-shirt,Jane
Toys,2022-01-02,577.58,4,N014,Art Book,David
Home Appliances,2023-04-05,801.38,7,K011,Headphones,Olivia
Home Appliances,2021-08-15,205.14,7,D004,Novel,Jane
Books,2022-08-24,741.13,8,D004,Novel,Emily
Books,2022-06-24,503.17,6,N014,Art Book,Emily
Electronics,2023-02-12,483.75,2,N014,Art Book,Michael
Electronics,2023-04-22,298.26,7,N014,Art Book,Michael
Home Appliances,2023-01-08,370.83,6,J010,Board Game,Daniel
Home Appliances,2021-03-04,856.51,4,J010,Board Game,Michael
Electronics,2021-08-13,593.6,2,H008,Microwave,Michael
Toys,2022-11-05,969.34,9,A001,Smartphone,Alex
Books,2023-03-04,468.42,5,L012,Dress,Emily
Toys,2022-06-28,682.23,4,N014,Art Book,John
Home Appliances,2020-07-06,790.1,7,A001,Smartphone,Sarah
Clothing,2022-07-18,322.21,4,E005,Action Figure,John
Toys,2023-03-09,719.56,5,H008,Microwave,Michael
Toys,2020-10-03,570.37,8,J010,Board Game,Andrew
Books,2023-03-23,194.54,4,A001,Smartphone,Jane
Electronics,2022-02-18,767.79,3,I009,Cookbook,Jane
Books,2020-10-12,129.49,1,D004,Novel,Olivia
Toys,2022-05-12,496.84,4,H008,Microwave,Daniel
Home Appliances,2022-11-19,141.72,10,O015,Puzzle,Sarah
Toys,2020-11-10,353.54,2,O015,Puzzle,Michael
Electronics,2022-03-13,208.36,4,D004,Novel,Jane
Toys,2021-02-05,996.53,3,O015,Puzzle,Andrew
Toys,2023-04-14,394.82,3,J010,Board Game,Jane
Electronics,2022-02-28,337.23,4,M013,Vacuum Cleaner,Andrew
Electronics,2022-02-20,437.84,8,K011,Headphones,Jane
Books,2022-11-24,153.45,8,D004,Novel,Andrew
Clothing,2021-11-20,628.02,3,H008,Microwave,John
Toys,2023-04-02,652.53,3,C003,Refrigerator,John
Home Appliances,2022-06-02,304.68,9,L012,Dress,Alex
Books,2021-02-08,982.53,5,D004,Novel,Daniel
Electronics,2022-04-21,568.97,1,C003,Refrigerator,Sarah
Clothing,2023-05-13,767.52,7,B002,T-shirt,John
Home Appliances,2020-10-17,372.27,6,E005,Action Figure,Daniel
Toys,2021-12-05,351.89,5,J010,Board Game,Sarah
Electronics,2020-11-20,430.3,1,D004,Novel,Jane
Home Appliances,2022-11-18,734.98,1,I009,Cookbook,Daniel
Books,2021-05-15,185.97,10,D004,Novel,Alex
Books,2020-11-16,261.57,6,G007,Jeans,Olivia
Toys,2021-12-06,914.98,9,D004,Novel,Jane
Electronics,2021-05-29,666.11,5,I009,Cookbook,Sarah
Books,2023-05-22,552.28,10,D004,Novel,Emily
Clothing,2023-05-14,686.11,5,E005,Action Figure,John
Books,2023-02-17,717.61,1,D004,Novel,Michael
Clothing,2021-07-10,497.92,3,B002,T-shirt,Emily
Electronics,2022-11-08,311.1,3,G007,Jeans,Olivia
Toys,2023-02-14,768.23,8,N014,Art Book,Emily
Toys,2021-11-06,475.65,4,K011,Headphones,Emily
Electronics,2020-07-04,832.52,5,N014,Art Book,Sarah
Electronics,2022-04-27,435.88,2,L012,Dress,Olivia
Home Appliances,2022-09-10,267.02,3,N014,Art Book,Daniel
Home Appliances,2022-04-15,415.56,10,G007,Jeans,Daniel
Home Appliances,2023-01-12,307.32,10,F006,Laptop,Sarah
Books,2023-02-26,947.79,7,E005,Action Figure,John
Electronics,2022-05-28,116.2,8,B002,T-shirt,David
Electronics,2022-02-21,821.17,2,D004,Novel,Michael
Home Appliances,2022-05-30,824.71,4,E005,Action Figure,Olivia
Toys,2023-04-24,232.52,5,F006,Laptop,Andrew
Home Appliances,2021-03-21,342.17,8,B002,T-shirt,Alex
Electronics,2023-04-18,569.29,1,G007,Jeans,Olivia
Home Appliances,2020-11-28,171.7,10,F006,Laptop,John
Toys,2023-03-28,773.53,9,D004,Novel,Michael
Clothing,2022-12-07,912.88,4,M013,Vacuum Cleaner,Michael
Electronics,2022-11-06,566.75,9,J010,Board Game,Olivia
Toys,2022-11-07,188.22,9,G007,Jeans,Alex
Toys,2020-12-29,438.97,10,A001,Smartphone,Michael
Electronics,2022-04-21,141.39,2,G007,Jeans,Michael
Toys,2023-02-02,909.96,2,I009,Cookbook,David
Books,2022-03-24,929.98,2,D004,Novel,Daniel
Home Appliances,2022-02-10,927.6,9,C003,Refrigerator,Olivia
Toys,2020-09-17,234.19,1,K011,Headphones,Andrew
Electronics,2020-08-27,467.68,5,G007,Jeans,Alex
Home Appliances,2020-08-08,481.38,3,M013,Vacuum Cleaner,Alex
Electronics,2021-03-26,908.79,4,E005,Action Figure,Olivia
Home Appliances,2022-09-23,729.58,7,G007,Jeans,Sarah
Books,2021-04-12,633.95,3,L012,Dress,Daniel
Clothing,2020-09-29,635.28,1,H008,Microwave,Sarah
Home Appliances,2022-03-15,777.37,4,C003,Refrigerator,David
Books,2022-07-05,365.54,6,F006,Laptop,Sarah
Clothing,2020-06-07,546.38,5,K011,Headphones,Sarah
Books,2021-09-15,946.66,8,A001,Smartphone,John
Electronics,2021-07-09,999.76,10,N014,Art Book,John
Toys,2022-09-26,305.36,8,N014,Art Book,Sarah
Books,2022-07-21,276.35,1,D004,Novel,John
Books,2021-03-29,390.02,5,I009,Cookbook,Jane
Toys,2021-09-26,681.39,10,O015,Puzzle,Alex
Books,2022-03-29,592.27,10,E005,Action Figure,Emily
Clothing,2020-09-22,186.83,9,L012,Dress,Alex
Books,2022-07-07,135.31,1,F006,Laptop,Olivia
Books,2022-11-21,810.73,3,G007,Jeans,Sarah
Toys,2021-03-20,877.59,7,J010,Board Game,Daniel
Toys,2021-03-31,599.96,6,B002,T-shirt,John
Books,2020-10-31,522.37,3,A001,Smartphone,David
Home Appliances,2021-07-23,738.24,8,B002,T-shirt,Jane
Toys,2021-02-24,786.57,1,H008,Microwave,John
Electronics,2022-08-20,495.27,8,L012,Dress,Daniel
Books,2021-07-10,955.05,8,O015,Puzzle,Sarah
Electronics,2023-05-05,329.4,7,I009,Cookbook,Olivia
Books,2021-05-03,934.73,5,O015,Puzzle,Jane
Home Appliances,2020-12-23,917.38,7,E005,Action Figure,Alex
Electronics,2022-01-24,116.92,1,M013,Vacuum Cleaner,Daniel
Clothing,2021-02-08,651.86,8,H008,Microwave,Emily
Electronics,2022-02-04,988.2,2,J010,Board Game,Emily
Electronics,2022-01-22,740.55,10,M013,Vacuum Cleaner,David
Clothing,2021-11-30,195.23,5,F006,Laptop,Jane
Toys,2022-10-04,857.08,1,B002,T-shirt,Daniel
Toys,2022-06-01,768.49,1,J010,Board Game,Michael
Books,2021-04-11,317.31,1,C003,Refrigerator,Jane
Toys,2020-08-13,980.8,3,J010,Board Game,Sarah
Clothing,2021-08-30,609.66,4,E005,Action Figure,Olivia
Electronics,2021-01-08,524.34,6,L012,Dress,Daniel
Toys,2021-12-24,538.49,1,N014,Art Book,Andrew
Home Appliances,2021-08-13,784.06,7,C003,Refrigerator,John
Electronics,2020-08-27,802.34,2,L012,Dress,Olivia
Books,2022-08-01,493.31,2,L012,Dress,Michael
Clothing,2022-06-23,242.64,2,D004,Novel,Sarah
Clothing,2021-02-25,410.52,6,M013,Vacuum Cleaner,Olivia
Toys,2021-11-17,319.07,1,M013,Vacuum Cleaner,Jane
Clothing,2022-12-27,993.45,8,I009,Cookbook,Michael
Clothing,2022-05-21,384.18,10,M013,Vacuum Cleaner,Sarah
Electronics,2023-04-16,601.53,10,C003,Refrigerator,Sarah
Books,2021-01-11,176.34,10,I009,Cookbook,John
Books,2021-02-17,585.42,9,F006,Laptop,John
Books,2022-08-01,631.98,8,N014,Art Book,John
Toys,2022-06-16,336.39,10,E005,Action Figure,Andrew
Electronics,2022-06-27,685.19,8,O015,Puzzle,Michael
Clothing,2020-10-27,175.68,9,M013,Vacuum Cleaner,Michael
Toys,2020-11-28,843.91,1,G007,Jeans,Olivia
Books,2023-04-30,549.91,8,N014,Art Book,Daniel
Toys,2022-04-30,491.46,2,N014,Art Book,Alex
Clothing,2020-10-13,580.42,2,H008,Microwave,Jane
Home Appliances,2022-04-18,842.74,6,C003,Refrigerator,Sarah
Books,2021-07-29,993.61,6,K011,Headphones,Michael
Home Appliances,2021-06-13,943.28,6,J010,Board Game,John
Home Appliances,2020-07-12,911.45,4,J010,Board Game,Alex
Home Appliances,2023-01-08,221.62,5,L012,Dress,Sarah
Electronics,2020-08-21,770.27,8,M013,Vacuum Cleaner,Andrew
Toys,2021-01-14,920.21,6,C003,Refrigerator,Emily
Home Appliances,2022-08-11,534.66,8,A001,Smartphone,Daniel
Toys,2022-09-02,108.86,9,N014,Art Book,David
Home Appliances,2021-09-14,904.78,9,A001,Smartphone,Sarah
Books,2022-10-27,174.82,4,K011,Headphones,David
Home Appliances,2021-04-21,813.22,8,C003,Refrigerator,John
Books,2021-07-04,109.76,5,D004,Novel,Michael
Clothing,2022-04-06,740.26,4,J010,Board Game,David
Toys,2022-05-17,109.31,4,G007,Jeans,Emily
Books,2022-09-06,774.46,10,G007,Jeans,Michael
Toys,2020-09-20,378.1,1,I009,Cookbook,Michael
Electronics,2022-02-22,650.92,2,F006,Laptop,Daniel
Books,2021-09-03,982.19,2,K011,Headphones,Michael
Toys,2022-04-28,902.74,4,E005,Action Figure,David
Clothing,2021-04-19,195.72,10,A001,Smartphone,Emily
Electronics,2021-03-27,536.72,3,N014,Art Book,Daniel
Clothing,2021-02-18,184.79,5,A001,Smartphone,Andrew
Home Appliances,2022-07-14,118.94,8,L012,Dress,Jane
Electronics,2022-12-08,143.93,2,F006,Laptop,Olivia
Electronics,2020-07-24,850.51,9,D004,Novel,Emily
Toys,2022-09-30,146.72,10,N014,Art Book,Sarah
Toys,2022-03-03,774.81,6,B002,T-shirt,Sarah
Home Appliances,2023-01-21,354.06,2,A001,Smartphone,David
Home Appliances,2022-01-02,600.23,10,K011,Headphones,Emily
Toys,2021-05-05,475.5,7,L012,Dress,Daniel
Books,2022-05-17,382.77,4,D004,Novel,Emily
Books,2022-12-20,533.69,9,B002,T-shirt,Olivia
Clothing,2022-07-30,532.68,7,A001,Smartphone,Michael
Electronics,2023-04-11,547.89,8,M013,Vacuum Cleaner,Andrew
Toys,2022-03-13,721.43,8,N014,Art Book,Michael
Electronics,2022-08-19,456.16,2,I009,Cookbook,David
Home Appliances,2021-03-08,928.73,7,K011,Headphones,John
Toys,2021-10-21,427.39,5,A001,Smartphone,Sarah
Electronics,2023-02-17,948.4,9,A001,Smartphone,David
Home Appliances,2021-04-28,124.13,5,C003,Refrigerator,John
Clothing,2021-12-23,390.61,1,M013,Vacuum Cleaner,Olivia
Electronics,2021-01-16,262.97,7,D004,Novel,Daniel
Electronics,2020-10-20,443.16,5,G007,Jeans,Andrew
Home Appliances,2023-04-10,421.19,9,M013,Vacuum Cleaner,Emily
Clothing,2020-07-19,783.51,3,G007,Jeans,David
Home Appliances,2021-10-12,125.33,9,H008,Microwave,Jane
Home Appliances,2020-12-31,734.08,1,D004,Novel,John
Clothing,2021-03-14,781.97,10,I009,Cookbook,John
Home Appliances,2023-03-13,262.35,6,O015,Puzzle,Daniel
Clothing,2021-02-22,175.77,3,D004,Novel,John
Books,2021-07-16,709.32,6,M013,Vacuum Cleaner,Alex
Home Appliances,2022-08-09,586.19,2,L012,Dress,Andrew
Clothing,2021-10-31,277.28,1,A001,Smartphone,Andrew
Books,2023-01-11,997.87,5,M013,Vacuum Cleaner,Olivia
Books,2020-07-27,926.84,4,L012,Dress,Michael
Home Appliances,2022-04-10,307.62,2,A001,Smartphone,John
Electronics,2023-04-25,859.37,10,D004,Novel,Alex
Toys,2021-04-20,638.93,7,N014,Art Book,Olivia
Toys,2022-10-14,725.65,2,J010,Board Game,Michael
Clothing,2022-09-27,156.18,3,H008,Microwave,Sarah
Clothing,2022-02-25,237.21,10,C003,Refrigerator,David
Toys,2021-10-26,452.98,3,N014,Art Book,David
Electronics,2023-02-12,775.33,7,O015,Puzzle,Michael
Electronics,2022-01-04,869.13,1,B002,T-shirt,John
Books,2020-11-04,637.97,7,B002,T-shirt,Daniel
Clothing,2022-12-26,530.21,10,M013,Vacuum Cleaner,Jane
Toys,2022-12-13,922.82,1,E005,Action Figure,Michael
Clothing,2023-04-09,296.45,8,H008,Microwave,John
Toys,2021-06-04,394.5,3,G007,Jeans,Jane
Books,2020-07-22,680.31,8,E005,Action Figure,Michael
Home Appliances,2021-12-14,883.89,5,O015,Puzzle,Emily
Toys,2022-06-21,625.67,1,A001,Smartphone,Olivia
Books,2021-12-03,265.3,6,A001,Smartphone,Jane
Clothing,2022-07-03,818.12,10,N014,Art Book,Sarah
Books,2023-05-09,595.56,7,H008,Microwave,Andrew
Electronics,2021-11-17,274.45,9,N014,Art Book,John
Electronics,2021-01-16,806.77,9,O015,Puzzle,John
Books,2021-11-29,265.62,2,C003,Refrigerator,Andrew
Toys,2021-01-26,465.0,2,C003,Refrigerator,Jane
Clothing,2021-06-21,347.73,9,E005,Action Figure,Andrew
Electronics,2022-03-24,848.48,5,K011,Headphones,Andrew
Books,2020-09-17,655.39,7,M013,Vacuum Cleaner,Andrew
Books,2022-06-19,288.22,3,F006,Laptop,Olivia
Home Appliances,2023-04-30,873.42,8,H008,Microwave,Jane
Electronics,2022-06-29,972.75,9,C003,Refrigerator,David
Electronics,2021-08-23,862.94,7,M013,Vacuum Cleaner,Sarah
Electronics,2022-12-12,661.05,8,D004,Novel,Daniel
Home Appliances,2021-10-07,129.92,2,B002,T-shirt,David
Clothing,2022-05-26,416.03,1,C003,Refrigerator,David
Books,2021-04-29,380.01,4,J010,Board Game,Alex
Clothing,2023-04-09,474.68,3,O015,Puzzle,Olivia
Home Appliances,2022-04-22,690.27,2,B002,T-shirt,John
Clothing,2023-01-23,585.04,2,M013,Vacuum Cleaner,John
