ASX_Code,Company,Headline,Date,Summary,PDF_Link
PLA,PACIFIC LIME AND CEMENT LIMITED,Cornerstone Quicklime Offtake with Newmont,2026-02-16,"Pacific Lime and Cement Secures Cornerstone Quicklime Offtake with Newmont Pacific Lime and Cement Limited (ASX: PLA, PNGX: PLC) (“PLC” or “the Company”) is pleased to announce that it has entered into a long-term quicklime offtake agreement with Newmont Corporation (“Newmont”), the world’s leading ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056855-2A1653743?access_token=83ff96335c2d45a094df02a206a39ff4
MGT,MAGNETITE MINES LIMITED.,Ironback Hill REE Project Drilling Approvals Secured,2026-02-16,➢ Approvals received: Permitting and approvals have been secured and heritage clearances finalised for an initial drilling program at the Ironback Hill Rare Earth Element (REE) Project in South Australia.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056794-6A1312167?access_token=83ff96335c2d45a094df02a206a39ff4
ACL,AUSTRALIAN CLINICAL LABS LIMITED,CEO contract update,2026-02-16,"Australian Clinical Labs Limited Registered Office: 1868-1892 Dandenong Road Clayton VIC 3168 clinicallabs.com.au Monday, 16 February 2026",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056732-3A687138?access_token=83ff96335c2d45a094df02a206a39ff4
VTM,VICTORY METALS LIMITED,PARTNERSHIP TO ESTABLISH AUSTRALIA AS A HREE LEADER,2026-02-16,"Victory Metals Limited (ASX:VTM) (""Victory"" or ""the Company"") is pleased to announce Curtin University and Victory have formed a strategic partnership to accelerate the development of Victory’s North Stanmore Heavy Rare Earth (HREE) and Strategic Defence Metal project, which will help supply Austral",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056767-6A1312156?access_token=83ff96335c2d45a094df02a206a39ff4
ERE,EUROPEAN RESOURCES LIMITED,Korsnas Project advanced by metallurgical results,2026-02-16,"Korsnäs Project advanced by metallurgical results • PT Geoservices completed screening test work (gravity, magnetic, sulphide flotation) on apatite and allanite-dominant samples prepared from coarse assay laboratory rejects from the Korsnäs REE Project’s hard rock mineralised system and Tailings Sto",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056783-2A1653712?access_token=83ff96335c2d45a094df02a206a39ff4
TG6,TG METALS LIMITED,"Drilling delivers thick, high grade gold at Van Uden",2026-02-16,"Drilling delivers thick, high grade gold at Van Uden ■ New assay results from infill resource drilling to materially add to the Van ■ New high tenor results include: ■ 30m @ 1.6 g/t Au ■ 13m @ 2.48 g/t Au ■ 15m @ 2.22 g/t Au ■ 13m @ 2.23 g/t Au ■ Successful 2025 drilling campaign has confirmed conti",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056759-6A1312148?access_token=83ff96335c2d45a094df02a206a39ff4
RMX,RED MOUNTAIN MINING LIMITED,RMX Commences Metallurgical Testwork at High-Grade Prospect,2026-02-16,"• Metallurgical test work has commenced for the Oaky Creek Antimony Prospect to accelerate progress at Red Mountain’s 100% owned Armidale Antimony-Gold Project in New South Wales • Detailed mineralogical characterisation and a comprehensive crush, grind and flotation study of a ~20kg representative ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056724-6A1312130?access_token=83ff96335c2d45a094df02a206a39ff4
AQI,ALICANTO MINERALS LIMITED,Alicanto Completes Mt Henry Acquisition,2026-02-16,"Alicanto Completes the Acquisition of the Mt Henry Gold Project in WA Planning underway for upcoming 50,000m drilling program to grow the 915,000oz resource along the 16km corridor Alicanto Minerals Limited (ASX: AQI) (“Alicanto” or the “Company”) is pleased to advise that it has completed the acqui",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056716_PS-6A1312126?access_token=83ff96335c2d45a094df02a206a39ff4
PNN,POWER MINERALS LIMITED,FINAL SANTA ANNA  HIGH-GRADE REE & NB AUGER DRILL RESULTS,2026-02-16,Final high-grade niobium and rare earth auger drill results at the Santa Anna Project in Brazil Final results from Power Minerals’ shallow auger drilling program to a depth of 15m have been received with excellent high-grade results.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056729-2A1653696?access_token=83ff96335c2d45a094df02a206a39ff4
TVN,TIVAN LIMITED,Key awards made for Molyhil Tungsten Project,2026-02-16,Key awards made for Molyhil Tungsten Project Scoping Study for mining & processing operation progressing in parallel to drill planning • Tivan is progressing a Scoping Study for a proposed mining and processing operation at its 100% owned Molyhil Tungsten Project (“Project”) in the Northern Territor,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056694-6A1312117?access_token=83ff96335c2d45a094df02a206a39ff4
FRS,FORRESTANIA RESOURCES LIMITED,Acquisition of MacPhersons Reward,2026-02-16,Forrestania Resources Ltd Phone +61 8 6555 2950 Subiaco WA 6008 ACN 647 899 698 ASX: FRS forrestaniaresources.com.au Forrestania Continues Coolgardie Hub Consolidation Through MacPhersons Reward Acquisition • Forrestania Resources has entered into a binding heads of agreement with Beacon,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056595_PS-6A1312083?access_token=83ff96335c2d45a094df02a206a39ff4
HTM,HIGH-TECH METALS LTD,Wagtail Returns 220g/t Au Bonanza Gold Hit from Drilling,2026-02-16,• Assay results from recently completed infill RC drilling at the high-grade Wagtail Gold Deposit continue to confirm strong grade continuity within the existing JORC (2012) Mineral Resource of 63kt @ 7.11 g/t Au for 14.6koz1.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056771-6A1312155?access_token=83ff96335c2d45a094df02a206a39ff4
WTM,WARATAH MINERALS LIMITED,Strategic Acquisition expands Spur Gold Project,2026-02-16,Strategic Acquisition Expands Spur Gold • Binding agreement executed to acquire 100% of Mining Lease GL5828 (Ironclad) • Ironclad sits directly along strike from Waratah’s Spur and Consols gold discoveries • Numerous advanced drill-ready targets with strong gold intercepts in historical drilling • E,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056600-6A1312091?access_token=83ff96335c2d45a094df02a206a39ff4
AS2,ASKARI METALS LIMITED,High-Grade Mineralisation Intersected at Uis - DP Trenches,2026-02-16,"- Highly strategic, 100%-owned Uis Project located contiguous to the operating Uis Tin Mine, owned by Andrada Mining (LSE: ATM), which hosts a JORC (2012) MRE of 77.51Mt @ 0.79% Li2O, 0.15% Sn and 82 ppm Ta.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056774-6A1312157?access_token=83ff96335c2d45a094df02a206a39ff4
AX8,ACCELERATE RESOURCES LIMITED,High Grade Manganese over 4km at Woodie Woodie North,2026-02-16,"• Multiple new high-grade manganese outcrops discovered grading up to 59.4% Mn (AA813) along newly defined 4km El Largo Corridor at AX8 wholly owned Woodie Woodie North Project, WA.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056559-6A1312076?access_token=83ff96335c2d45a094df02a206a39ff4
HCH,HOT CHILI LIMITED,Shallow High-Grade Cu-Au Results Continue at La Verde,2026-02-16,Monday 16th February 2026 Shallow High-Grade Cu-Au Results Continue at La Verde Deeper Drilling Continues to Drive Expansion of High-Grade Core Core photo from DKD039 (709m downhole) showing vein-hosted and disseminated chalcopyrite (~3%) and pyrite (~2%) mineralisation in strongly veined tonalite h,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056563-6A1312079?access_token=83ff96335c2d45a094df02a206a39ff4
ICI,ICANDY INTERACTIVE LIMITED,LS strenghthens global partnerships amidst strategic review,2026-02-13,iCandy Interactive Limited iCandy – Proudly Ranked 25th of Australia’s Fastest Growing Companies 4 Bridge Street Sydney NSW 2000 Lemon Sky strengthens global partnership capability amidst strategic review,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056125-6A1311851?access_token=83ff96335c2d45a094df02a206a39ff4
MBK,METAL BANK LIMITED,MOU With Austral to Assess Toll Treatment of Millennium Ore,2026-02-13, MBK has signed a non-binding MOU with Austral to evaluate potential toll treatment of ore from MBK’s Millennium Project at Austral’s Rocklands processing facility  Rocklands is located approx.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056160-3A687032?access_token=83ff96335c2d45a094df02a206a39ff4
TVN,TIVAN LIMITED,Tivan completes acquisition of Baucau and Ossu Projects,2026-02-13,"Tivan completes acquisition of Baucau and Ossu Projects Agreement signed for planned joint venture with Timorese state mining company Murak Rai • Tivan has completed acquisition of 100% of the Baucau and Ossu Projects in Timor-Leste, following execution of a Binding Term Sheet in November 2025.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056115-6A1311860?access_token=83ff96335c2d45a094df02a206a39ff4
RXL,ROX RESOURCES LIMITED,EPC contractor engaged for Youanmi,2026-02-13,EPC contractor engaged for Youanmi MACA Interquip Mintrex engaged as preferred contractor to build processing plant WA gold exploration and development company Rox Resources Limited (“Rox” or “the Company”) (ASX: RXL) has engaged MACA Interquip Mintrex (“MIQM” or the “Contractor”) as the preferred c,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056056-6A1311827?access_token=83ff96335c2d45a094df02a206a39ff4
SQX,SQX RESOURCES LIMITED,Ground Position Doubled at Bonanza-Grade Gold-Silver Project,2026-02-13,"• Recent staking campaign more than doubles AM6’s ground position at the Williams Au-Ag Project, with 25 new claims increasing the total group to 45 claims.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056020-2A1653376?access_token=83ff96335c2d45a094df02a206a39ff4
KAL,KALGOORLIE GOLD MINING LIMITED,"EIS diamond drilling results, Pinjin",2026-02-13,"Kirgella Gift diamond drilling intersects thick gold mineralisation, confirms primary gold extends at depth Kalgoorlie Gold Mining (ASX: KAL) (‘KalGold’ or ‘the Company’) is pleased to report thick gold intercepts and orogenic gold mineralisation below previous RC drilling at Kirgella Gift and Provi",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056024-6A1311837?access_token=83ff96335c2d45a094df02a206a39ff4
AGI,AINSWORTH GAME TECHNOLOGY LIMITED,Post-Close of Takeover Offers,2026-02-12,Ainsworth Game Technology Ltd Newington NSW 2127 Notice under ASX Listing Rule 3.4.2 Post-close of Novomatic AG Takeover Offer and Kjerulf David Hastings Ainsworth Proportional Ainsworth Game Technology Limited (ASX: AGI) (Ainsworth) refers to the off-market takeover offer by Novomatic AG (Novomatic,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055854-2A1653308?access_token=83ff96335c2d45a094df02a206a39ff4
MTM,METALLIUM LIMITED,NFM: Binding Option to Acquire 90% of Advanced Pomme REE,2026-02-12,"Binding Option to Acquire 90% of Advanced Pomme R EE Project in Quebec, Partnering with Metallium • Binding option and staged earn-in agreement executed to acquire 90% of the Pomme Project which is a large carbonatite-hosted REE-Nb Rare Earth Element (REE) Project in Québec • Strategic alignment and",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055755-6A1311708?access_token=83ff96335c2d45a094df02a206a39ff4
PHO,PHOSCO LTD,Excellent assays at SAB and KM,2026-02-12,"Excellent final assays pave way for maiden resources at KM and SAB prospects These prospects have potential to boost the upfront economics of Gasaat due to their high grade, thick mineralisation, low strip ratio, and proximity to the proposed plant • Outstanding final assays have been received for s",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055754-3A686968?access_token=83ff96335c2d45a094df02a206a39ff4
NFM,NEW FRONTIER MINERALS LIMITED,Binding Option to Acquire 90% of Advanced Pomme REE Project,2026-02-12,"Binding Option to Acquire 90% of Advanced Pomme R EE Project in Quebec, Partnering with Metallium • Binding option and staged earn-in agreement executed to acquire 90% of the Pomme Project which is a large carbonatite-hosted REE-Nb Rare Earth Element (REE) Project in Québec • Strategic alignment and",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055753-6A1311626?access_token=83ff96335c2d45a094df02a206a39ff4
ERE,EUROPEAN RESOURCES LIMITED,Outstanding Korsnas Drill Results and Metallurgy Update,2026-02-12,"Outstanding Korsnäs Drill Results and Metallurgy Update • Drilling completed: 6 diamond drill holes for 1,326.2m at Korsnäs REE Project, with the following targets tested: • 2 holes – Korsnäs mine area KR-311: 16.0m @ 2,390 ppm TREOi from 216m (NdPr enrichment ii25%) KR-312: 27.0m @ 3,767 ppm TREO f",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055729-2A1653253?access_token=83ff96335c2d45a094df02a206a39ff4
GG8,GORILLA GOLD MINES LTD,"Comet Vale POW's Granted, Soil Targets and Extra Tenure",2026-02-12,"Comet Vale Gold Project, WA Key drill permits granted to drive growth, new high-priority targets identified from soil sampling and adjacent tenure secured Key POW’s granted – unlocking further growth at Comet Vale - current",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055726-6A1311689?access_token=83ff96335c2d45a094df02a206a39ff4
GTI,GRATIFII LIMITED,Gratifii Announces Partnership with Marketplacer,2026-02-12,"Gratifii announces strategic partnership with Marketplacer to enhance loyalty and rewards marketplace • Five-year strategic partnership signed with Marketplacer, with option to extend for a further five years • Marketplacer’s enterprise-grade marketplace technology is used by global Tier-1 brands in",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055628-2A1653200?access_token=83ff96335c2d45a094df02a206a39ff4
ENP,ENTROPY NEURODYNAMICS LIMITED,Australian Patent Secures TRP 8803 Platform to 2042,2026-02-12,"Grant of Australian patent significantly strengthens TRP-8803’s IP position and long term competitive moat  Australian patent relating to novel, precision-controlled method of administering psilocybin, psilocin and related forms to treat a range of pain disorders has been granted  Protects the cor",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055640-6A1311662?access_token=83ff96335c2d45a094df02a206a39ff4
